claim_id,claim_date,sale_id,repair_status
2772,20-04-2020,4533,Warranty Void
2773,07-04-2024,2816,Repaired
2774,01-02-2020,3429,Repaired
2775,24-07-2023,3883,Paid
2776,28-04-2023,3691,Warranty Void
2777,20-04-2021,1359,Pending
2778,24-04-2020,3947,Warranty Void
2779,23-07-2023,4372,Paid
2780,04-12-2022,1075,Warranty Void
2781,29-09-2022,4863,Paid
2782,23-03-2022,2345,Repaired
2783,02-08-2022,4306,Pending
2784,22-08-2022,2404,Rejected
2785,04-11-2022,3393,Pending
2786,28-08-2024,893,Warranty Void
2787,03-01-2021,1180,Rejected
2788,29-09-2022,1492,Repaired
2789,13-12-2021,443,Paid
2790,16-11-2024,2177,Paid
2791,26-01-2022,2465,Pending
2792,28-10-2022,551,Pending
2793,24-10-2020,749,Rejected
2794,07-04-2022,1151,Repaired
2795,31-01-2023,20,Repaired
2796,23-04-2024,4781,Rejected
2797,06-10-2023,3796,Warranty Void
2798,01-12-2023,2721,Rejected
2799,16-02-2023,3568,Pending
2800,29-07-2020,3055,Rejected
2801,22-12-2020,4376,Pending
2802,20-01-2024,1350,Repaired
2803,09-04-2022,4399,Rejected
2804,22-12-2022,3313,Rejected
2805,22-10-2024,81,Paid
2806,12-12-2021,1323,Paid
2807,06-10-2024,4348,Rejected
2808,15-09-2021,3209,Paid
2809,06-02-2023,4793,Repaired
2810,07-08-2022,3971,Rejected
2811,31-07-2020,1558,Paid
2812,16-10-2020,1391,Rejected
2813,29-11-2022,2755,Repaired
2814,08-05-2020,697,Rejected
2815,14-04-2023,4242,Warranty Void
2816,21-12-2021,903,Warranty Void
2817,18-01-2020,757,Warranty Void
2818,24-03-2024,4388,Paid
2819,25-01-2022,1153,Rejected
2820,18-05-2020,1825,Pending
2821,19-07-2020,3127,Warranty Void
2822,14-08-2021,3758,Pending
2823,21-05-2021,2977,Pending
2824,12-01-2021,865,Repaired
2825,26-01-2020,2284,Rejected
2826,01-07-2022,4431,Warranty Void
2827,16-03-2021,2851,Rejected
2828,12-09-2021,376,Paid
2829,06-08-2023,518,Repaired
2830,23-05-2020,4165,Pending
2831,29-11-2020,1293,Paid
2832,13-03-2024,1333,Pending
2833,03-09-2020,3640,Rejected
2834,15-02-2023,858,Warranty Void
2835,03-04-2024,1353,Repaired
2836,01-09-2024,524,Paid
2837,04-11-2022,1599,Rejected
2838,17-07-2024,2010,Warranty Void
2839,23-09-2020,2709,Pending
2840,20-10-2020,3093,Repaired
2841,15-10-2021,3318,Repaired
2842,21-11-2021,132,Pending
2843,20-02-2022,3405,Paid
2844,19-08-2021,3447,Paid
2845,08-01-2021,2648,Warranty Void
2846,10-11-2022,4513,Repaired
2847,20-12-2023,2806,Pending
2848,02-12-2024,3173,Warranty Void
2849,13-02-2022,4980,Repaired
2850,10-05-2022,4705,Paid
2851,21-01-2021,4143,Rejected
2852,20-11-2023,4878,Paid
2853,24-06-2021,123,Repaired
2854,07-01-2023,3452,Repaired
2855,14-11-2020,3522,Paid
2856,30-10-2020,3472,Repaired
2857,17-07-2024,2872,Rejected
2858,02-02-2022,4059,Pending
2859,26-11-2021,4699,Pending
2860,08-01-2020,2012,Warranty Void
2861,02-02-2024,1930,Warranty Void
2862,09-10-2020,184,Pending
2863,04-11-2024,1036,Pending
2864,20-02-2021,1325,Warranty Void
2865,10-10-2023,4851,Rejected
2866,07-05-2021,4977,Paid
2867,21-12-2020,2569,Paid
2868,01-02-2024,3501,Repaired
2869,29-01-2020,3150,Repaired
2870,06-02-2022,2166,Warranty Void
2871,07-06-2023,454,Rejected
2872,23-08-2021,1069,Paid
2873,24-10-2024,485,Paid
2874,23-11-2021,4675,Warranty Void
2875,05-12-2023,1637,Rejected
2876,20-09-2024,2025,Repaired
2877,12-12-2022,4991,Repaired
2878,14-12-2023,4995,Paid
2879,01-10-2020,2667,Pending
2880,01-09-2020,4136,Paid
2881,26-03-2022,4587,Pending
2882,25-08-2024,4570,Paid
2883,15-10-2021,374,Paid
2884,23-01-2022,3822,Warranty Void
2885,17-05-2022,2740,Pending
2886,22-04-2022,3556,Rejected
2887,27-03-2024,2611,Rejected
2888,06-11-2023,1259,Rejected
2889,02-11-2024,625,Paid
2890,29-12-2021,2484,Paid
2891,06-06-2021,3747,Pending
2892,24-09-2021,4587,Pending
2893,07-09-2024,4885,Paid
2894,02-01-2022,2525,Warranty Void
2895,10-02-2023,2285,Rejected
2896,10-06-2021,1589,Repaired
2897,14-08-2023,1505,Pending
2898,21-01-2020,904,Repaired
2899,12-07-2023,4103,Paid
2900,16-06-2023,1990,Rejected
2901,20-04-2023,894,Warranty Void
2902,26-01-2023,324,Pending
2903,09-05-2024,189,Warranty Void
2904,15-08-2020,2189,Pending
2905,14-07-2023,3899,Rejected
2906,19-03-2023,303,Repaired
2907,05-02-2023,4570,Warranty Void
2908,24-07-2021,2631,Rejected
2909,09-02-2024,4847,Rejected
2910,29-08-2023,2795,Pending
2911,18-09-2020,224,Repaired
2912,26-04-2021,3658,Rejected
2913,18-05-2021,4442,Rejected
2914,10-12-2024,2543,Rejected
2915,19-08-2020,3620,Warranty Void
2916,14-06-2021,2287,Paid
2917,10-04-2023,4757,Pending
2918,24-01-2023,3902,Paid
2919,25-04-2024,4324,Rejected
2920,22-08-2021,877,Rejected
2921,07-12-2023,2980,Warranty Void
2922,19-03-2021,4894,Pending
2923,22-03-2020,1249,Pending
2924,02-12-2023,2786,Paid
2925,22-08-2020,2103,Repaired
2926,04-06-2021,3680,Repaired
2927,26-01-2020,3783,Pending
2928,23-09-2024,3185,Rejected
2929,13-07-2024,2889,Rejected
2930,21-07-2020,4674,Repaired
2931,04-12-2021,3290,Warranty Void
2932,15-07-2022,1991,Paid
2933,17-09-2021,2773,Pending
2934,06-08-2023,724,Pending
2935,09-02-2023,1722,Paid
2936,13-06-2022,2015,Warranty Void
2937,23-04-2022,3388,Pending
2938,07-05-2023,1190,Repaired
2939,10-09-2021,4549,Repaired
2940,01-12-2020,83,Repaired
2941,14-04-2021,1606,Paid
2942,20-08-2020,4541,Pending
2943,27-03-2022,97,Warranty Void
2944,19-01-2024,1714,Paid
2945,27-04-2022,2683,Pending
2946,04-04-2020,1447,Pending
2947,14-08-2024,2646,Rejected
2948,26-12-2023,2028,Pending
2949,16-05-2020,707,Pending
2950,14-07-2020,1227,Warranty Void
2951,16-01-2023,3439,Repaired
2952,02-07-2023,728,Pending
2953,06-07-2021,4441,Rejected
2954,05-01-2022,4088,Repaired
2955,09-08-2021,2605,Pending
2956,29-07-2023,2402,Pending
2957,05-10-2020,2471,Repaired
2958,03-03-2024,3926,Pending
2959,15-02-2020,4050,Paid
2960,07-01-2024,358,Repaired
2961,04-04-2020,4293,Rejected
2962,05-12-2024,1253,Warranty Void
2963,18-09-2023,2723,Rejected
2964,27-01-2024,1172,Warranty Void
2965,25-02-2020,2121,Repaired
2966,20-06-2021,4849,Rejected
2967,20-12-2023,887,Rejected
2968,08-05-2024,1140,Paid
2969,24-08-2024,855,Rejected
2970,17-09-2024,186,Repaired
2971,16-01-2024,1624,Rejected
2972,01-05-2024,166,Paid
2973,10-06-2022,3288,Paid
2974,07-08-2022,3962,Pending
2975,06-09-2021,630,Paid
2976,01-04-2022,701,Repaired
2977,18-07-2020,1630,Rejected
2978,13-10-2022,1370,Pending
2979,08-07-2024,3871,Pending
2980,22-07-2021,2319,Pending
2981,03-07-2020,1619,Warranty Void
2982,29-07-2020,4899,Warranty Void
2983,21-03-2023,1696,Warranty Void
2984,21-05-2020,1166,Warranty Void
2985,15-01-2024,2634,Rejected
2986,26-07-2022,1883,Warranty Void
2987,13-07-2022,2962,Paid
2988,15-09-2022,4098,Repaired
2989,28-06-2022,2809,Paid
2990,28-01-2020,4205,Pending
2991,04-12-2021,2462,Repaired
2992,14-07-2024,3269,Paid
2993,29-07-2021,3144,Repaired
2994,07-01-2020,1977,Warranty Void
2995,23-03-2024,2194,Paid
2996,21-01-2024,854,Repaired
2997,01-05-2022,3315,Repaired
2998,11-05-2022,2999,Repaired
2999,21-04-2020,2583,Paid
3000,04-01-2023,2327,Warranty Void
3001,07-04-2021,4872,Warranty Void
3002,26-09-2020,1508,Warranty Void
3003,24-09-2024,4365,Rejected
3004,19-11-2022,3085,Pending
3005,05-07-2024,3099,Warranty Void
3006,20-02-2023,3001,Paid
3007,16-10-2024,4369,Repaired
3008,20-06-2023,1453,Rejected
3009,12-04-2021,4975,Rejected
3010,18-10-2024,1189,Warranty Void
3011,19-10-2020,4386,Repaired
3012,20-06-2022,2544,Rejected
3013,28-02-2020,4368,Repaired
3014,25-08-2024,4748,Pending
3015,30-05-2023,2856,Pending
3016,30-10-2021,2860,Rejected
3017,21-09-2022,2501,Rejected
3018,13-06-2023,1798,Paid
3019,15-02-2024,1265,Pending
3020,31-12-2020,4305,Rejected
3021,12-09-2022,577,Pending
3022,24-08-2020,4601,Pending
3023,13-06-2023,838,Pending
3024,15-08-2023,3869,Pending
3025,13-10-2023,4943,Warranty Void
3026,19-03-2021,1161,Repaired
3027,28-04-2023,2398,Repaired
3028,11-02-2023,345,Pending
3029,26-02-2021,3396,Pending
3030,18-02-2022,3829,Repaired
3031,20-12-2021,2462,Rejected
3032,23-09-2020,3697,Pending
3033,15-09-2021,1320,Pending
3034,03-12-2022,3688,Pending
3035,22-10-2022,4249,Warranty Void
3036,18-08-2023,4294,Warranty Void
3037,24-02-2021,4720,Pending
3038,10-11-2022,760,Warranty Void
3039,23-09-2021,2623,Warranty Void
3040,25-06-2021,4694,Rejected
3041,12-07-2023,474,Warranty Void
3042,18-07-2020,2722,Repaired
3043,17-04-2023,3195,Warranty Void
3044,21-12-2022,1342,Paid
3045,14-04-2020,125,Warranty Void
3046,08-04-2020,2993,Warranty Void
3047,02-02-2024,2290,Repaired
3048,16-04-2021,4076,Repaired
3049,02-02-2023,3519,Warranty Void
3050,01-12-2021,3997,Pending
3051,16-04-2021,1619,Paid
3052,08-11-2022,2274,Paid
3053,02-06-2023,4120,Paid
3054,22-12-2022,2277,Paid
3055,28-02-2023,4239,Paid
3056,08-03-2023,1776,Warranty Void
3057,01-11-2022,1530,Pending
3058,11-09-2021,3553,Repaired
3059,22-03-2023,921,Rejected
3060,06-08-2022,1996,Pending
3061,10-03-2023,2177,Rejected
3062,25-06-2024,2201,Warranty Void
3063,09-12-2024,3831,Paid
3064,11-10-2023,4050,Rejected
3065,28-08-2022,4742,Paid
3066,08-07-2023,1279,Paid
3067,07-06-2023,3399,Rejected
3068,14-05-2020,427,Repaired
3069,26-04-2023,4507,Pending
3070,02-10-2022,2074,Pending
3071,10-10-2022,3024,Pending
3072,25-04-2022,554,Rejected
3073,26-12-2022,2732,Pending
3074,22-09-2020,616,Paid
3075,23-10-2024,3097,Pending
3076,20-01-2022,4302,Pending
3077,03-05-2020,1543,Warranty Void
3078,22-07-2020,1378,Warranty Void
3079,26-08-2024,2635,Rejected
3080,30-10-2021,4814,Warranty Void
3081,23-01-2020,4095,Paid
3082,15-04-2022,2240,Pending
3083,16-07-2020,2248,Warranty Void
3084,18-07-2024,171,Pending
3085,09-06-2024,2991,Repaired
3086,15-03-2024,3451,Warranty Void
3087,22-11-2024,3809,Warranty Void
3088,17-02-2020,3153,Paid
3089,26-07-2021,4886,Pending
3090,13-03-2023,3515,Pending
3091,01-06-2023,2115,Pending
3092,27-02-2020,2004,Warranty Void
3093,29-04-2021,1796,Pending
3094,24-02-2020,4605,Repaired
3095,30-08-2022,314,Warranty Void
3096,16-11-2022,519,Rejected
3097,03-02-2024,2841,Rejected
3098,25-09-2020,4116,Rejected
3099,30-07-2020,2619,Paid
3100,30-03-2023,784,Repaired
3101,25-11-2022,2087,Paid
3102,05-10-2023,4513,Warranty Void
3103,28-10-2022,1698,Rejected
3104,09-05-2024,1892,Pending
3105,22-12-2022,503,Repaired
3106,13-03-2022,4796,Rejected
3107,13-01-2020,1134,Rejected
3108,06-04-2024,3256,Paid
3109,07-05-2020,4313,Repaired
3110,16-03-2024,4368,Rejected
3111,21-05-2024,2677,Warranty Void
3112,20-10-2024,2121,Paid
3113,23-01-2023,4957,Warranty Void
3114,03-02-2023,4932,Warranty Void
3115,08-09-2020,3899,Rejected
3116,29-09-2024,1516,Repaired
3117,09-06-2020,3381,Rejected
3118,17-02-2021,3197,Rejected
3119,03-07-2020,4509,Paid
3120,08-02-2024,1812,Warranty Void
3121,11-04-2023,3408,Repaired
3122,12-07-2024,4729,Repaired
3123,12-12-2020,2115,Rejected
3124,16-06-2020,4767,Rejected
3125,10-01-2021,4076,Pending
3126,07-11-2024,2795,Pending
3127,02-07-2020,2011,Repaired
3128,20-04-2021,288,Rejected
3129,25-09-2022,3694,Warranty Void
3130,15-05-2021,212,Rejected
3131,30-03-2021,120,Pending
3132,17-03-2024,2030,Paid
3133,15-01-2022,3838,Repaired
3134,29-03-2024,1113,Pending
3135,21-07-2021,3736,Pending
3136,07-07-2024,3254,Repaired
3137,07-08-2021,3873,Repaired
3138,11-07-2020,2304,Rejected
3139,27-08-2020,2371,Pending
3140,17-04-2020,762,Warranty Void
3141,31-12-2022,3217,Rejected
3142,08-01-2024,2730,Warranty Void
3143,29-06-2024,2778,Repaired
3144,04-04-2023,3580,Paid
3145,14-12-2022,725,Rejected
3146,24-12-2020,4385,Rejected
3147,31-10-2023,1276,Rejected
3148,23-06-2023,3872,Paid
3149,27-01-2024,326,Repaired
3150,06-10-2020,4021,Pending
3151,29-01-2023,2908,Rejected
3152,16-09-2022,313,Pending
3153,28-02-2023,4455,Rejected
3154,21-07-2020,684,Warranty Void
3155,04-04-2023,2454,Repaired
3156,04-10-2020,3517,Paid
3157,12-02-2021,795,Repaired
3158,31-05-2022,1971,Warranty Void
3159,03-09-2022,746,Warranty Void
3160,19-10-2020,2169,Repaired
3161,09-04-2020,4269,Warranty Void
3162,06-10-2020,518,Warranty Void
3163,01-03-2020,1460,Paid
3164,18-02-2024,2734,Rejected
3165,24-06-2021,3416,Pending
3166,20-11-2022,1948,Pending
3167,09-03-2023,3786,Repaired
3168,07-04-2023,4136,Repaired
3169,10-03-2024,4192,Rejected
3170,09-12-2023,4322,Warranty Void
3171,09-01-2023,1681,Paid
3172,29-06-2021,1374,Rejected
3173,22-08-2024,4313,Warranty Void
3174,27-10-2021,498,Pending
3175,21-09-2024,4890,Warranty Void
3176,23-01-2022,4945,Pending
3177,04-01-2023,4638,Repaired
3178,15-05-2021,4666,Warranty Void
3179,14-11-2020,4526,Paid
3180,29-11-2024,1085,Pending
3181,17-07-2021,1188,Paid
3182,31-12-2024,2751,Pending
3183,09-02-2021,2010,Paid
3184,19-03-2024,926,Repaired
3185,06-11-2024,473,Paid
3186,10-11-2021,1986,Rejected
3187,24-06-2024,4668,Repaired
3188,16-09-2021,2390,Paid
3189,27-08-2021,3773,Paid
3190,13-09-2022,4146,Rejected
3191,13-05-2024,4182,Rejected
3192,08-07-2023,65,Rejected
3193,01-02-2020,3516,Warranty Void
3194,25-07-2021,1580,Rejected
3195,08-06-2022,4863,Warranty Void
3196,29-06-2024,4473,Warranty Void
3197,16-01-2021,3799,Warranty Void
3198,15-09-2022,4739,Paid
3199,16-09-2023,4234,Paid
3200,12-02-2022,3742,Warranty Void
3201,24-07-2021,1634,Repaired
3202,06-06-2023,4189,Paid
3203,28-08-2020,3141,Warranty Void
3204,12-12-2022,2743,Warranty Void
3205,10-12-2022,86,Warranty Void
3206,08-08-2021,1062,Warranty Void
3207,13-01-2021,2261,Warranty Void
3208,04-07-2021,1745,Paid
3209,01-07-2022,4224,Warranty Void
3210,12-11-2021,1625,Repaired
3211,01-03-2024,1396,Paid
3212,08-11-2020,743,Pending
3213,18-11-2021,172,Paid
3214,08-08-2022,2279,Paid
3215,21-03-2020,4576,Pending
3216,10-12-2022,2497,Paid
3217,13-09-2020,639,Pending
3218,22-02-2024,228,Warranty Void
3219,19-11-2024,4135,Repaired
3220,07-04-2023,3132,Warranty Void
3221,06-10-2020,4306,Warranty Void
3222,30-10-2021,3223,Rejected
3223,01-10-2021,3889,Rejected
3224,15-08-2021,1705,Warranty Void
3225,02-08-2024,2908,Paid
3226,10-01-2023,2679,Pending
3227,06-02-2024,1171,Pending
3228,03-08-2024,160,Repaired
3229,06-12-2020,4878,Pending
3230,13-03-2021,3503,Rejected
3231,02-04-2022,3755,Pending
3232,19-03-2024,1373,Pending
3233,02-02-2023,4416,Paid
3234,21-11-2022,4151,Warranty Void
3235,22-12-2021,4099,Pending
3236,25-06-2023,3523,Warranty Void
3237,24-01-2024,2486,Rejected
3238,22-04-2021,3430,Pending
3239,11-10-2021,3000,Rejected
3240,25-06-2023,3675,Paid
3241,12-09-2022,1,Rejected
3242,11-09-2023,4723,Paid
3243,01-08-2023,1160,Repaired
3244,14-07-2020,731,Rejected
3245,18-09-2022,2720,Warranty Void
3246,02-10-2020,2125,Pending
3247,27-11-2021,3137,Rejected
3248,22-05-2021,3248,Rejected
3249,20-09-2022,4955,Repaired
3250,10-05-2023,3190,Rejected
3251,17-02-2021,2784,Pending
3252,14-08-2022,3636,Warranty Void
3253,15-05-2022,2711,Repaired
3254,12-11-2020,489,Rejected
3255,16-03-2020,4948,Pending
3256,14-01-2024,97,Rejected
3257,03-11-2022,3715,Rejected
3258,11-12-2021,278,Rejected
3259,07-06-2020,792,Paid
3260,31-10-2020,2221,Repaired
3261,17-05-2020,4382,Pending
3262,15-05-2022,3865,Rejected
3263,21-07-2024,2234,Rejected
3264,12-12-2022,3788,Rejected
3265,19-06-2024,3636,Pending
3266,20-02-2022,2988,Rejected
3267,07-09-2022,1796,Rejected
3268,03-01-2021,2287,Pending
3269,14-11-2020,910,Warranty Void
3270,06-10-2023,3469,Pending
3271,04-08-2022,1586,Repaired
3272,22-12-2020,3157,Rejected
3273,18-05-2024,2027,Paid
3274,07-12-2021,1577,Warranty Void
3275,04-12-2023,4470,Rejected
3276,23-12-2020,1480,Rejected
3277,30-06-2024,4752,Warranty Void
3278,17-06-2021,4744,Pending
3279,29-01-2022,3673,Repaired
3280,01-11-2021,137,Warranty Void
3281,05-03-2020,3791,Pending
3282,21-06-2023,4320,Pending
3283,02-03-2022,2874,Rejected
3284,23-07-2024,2021,Warranty Void
3285,02-06-2020,969,Repaired
3286,19-10-2022,1587,Rejected
3287,06-06-2023,2711,Pending
3288,27-05-2024,4642,Repaired
3289,24-10-2021,3850,Paid
3290,24-08-2020,2520,Paid
3291,18-04-2023,4906,Rejected
3292,16-01-2022,3164,Pending
3293,05-03-2022,4085,Pending
3294,10-02-2022,4599,Warranty Void
3295,26-07-2024,3746,Paid
3296,08-06-2024,3557,Paid
3297,07-09-2021,4840,Rejected
3298,28-08-2022,4974,Pending
3299,13-02-2024,378,Paid
3300,20-09-2021,1389,Paid
3301,13-09-2022,179,Pending
3302,26-06-2024,2594,Warranty Void
3303,02-01-2021,1342,Pending
3304,22-11-2021,2205,Paid
3305,30-01-2020,1386,Warranty Void
3306,27-02-2021,4288,Rejected
3307,24-06-2024,1544,Rejected
3308,17-06-2020,4245,Warranty Void
3309,08-06-2022,1793,Warranty Void
3310,17-06-2024,3758,Repaired
3311,16-01-2021,3775,Warranty Void
3312,02-10-2022,4222,Rejected
3313,25-06-2021,4004,Repaired
3314,12-03-2024,2404,Warranty Void
3315,01-01-2025,1241,Repaired
3316,18-09-2020,4065,Warranty Void
3317,18-05-2024,2302,Pending
3318,01-07-2021,615,Rejected
3319,15-11-2022,1585,Warranty Void
3320,28-07-2023,4286,Warranty Void
3321,27-02-2024,4372,Rejected
3322,01-02-2022,4044,Repaired
3323,22-09-2024,512,Paid
3324,20-06-2021,4163,Warranty Void
3325,11-09-2022,1031,Warranty Void
3326,08-09-2023,3567,Paid
3327,21-06-2023,4081,Pending
3328,18-04-2021,4465,Pending
3329,22-06-2024,3839,Warranty Void
3330,01-05-2021,2764,Rejected
3331,09-10-2022,1974,Pending
3332,28-03-2020,3941,Rejected
3333,18-10-2023,4410,Rejected
3334,24-11-2020,4455,Rejected
3335,10-12-2024,4259,Warranty Void
3336,07-10-2021,3840,Warranty Void
3337,06-09-2020,4021,Rejected
3338,16-04-2022,2645,Repaired
3339,26-03-2021,2075,Paid
3340,21-06-2022,4075,Repaired
3341,16-07-2024,3658,Paid
3342,13-01-2021,4230,Repaired
3343,24-01-2024,3702,Paid
3344,26-04-2023,1108,Paid
3345,03-10-2024,584,Pending
3346,05-12-2021,4980,Repaired
3347,10-10-2020,4443,Repaired
3348,03-09-2021,4444,Paid
3349,07-03-2020,759,Rejected
3350,15-09-2024,3113,Paid
3351,03-02-2024,3436,Warranty Void
3352,07-01-2021,4528,Pending
3353,06-02-2022,3345,Pending
3354,18-07-2020,3187,Paid
3355,26-04-2020,2699,Rejected
3356,03-05-2021,4775,Pending
3357,29-11-2021,2851,Rejected
3358,06-01-2023,249,Repaired
3359,31-07-2024,944,Warranty Void
3360,26-06-2023,336,Warranty Void
3361,29-07-2020,2730,Rejected
3362,16-10-2020,4662,Pending
3363,20-09-2020,1134,Paid
3364,19-04-2021,546,Pending
3365,07-12-2021,4303,Warranty Void
3366,04-09-2021,66,Rejected
3367,09-02-2024,789,Rejected
3368,22-09-2024,3425,Pending
3369,06-07-2023,1166,Pending
3370,16-10-2021,3676,Paid
3371,25-03-2020,3483,Warranty Void
3372,31-10-2023,1471,Pending
3373,20-08-2023,3534,Pending
3374,11-07-2021,3645,Warranty Void
3375,16-12-2023,3347,Paid
3376,03-03-2023,2332,Rejected
3377,14-05-2021,4983,Paid
3378,25-06-2022,2136,Paid
3379,29-03-2023,4143,Rejected
3380,15-07-2022,1659,Warranty Void
3381,13-07-2020,3943,Repaired
3382,25-11-2020,926,Repaired
3383,30-05-2021,4476,Paid
3384,02-11-2023,1414,Pending
3385,26-06-2021,3809,Paid
3386,05-06-2020,97,Warranty Void
3387,03-10-2024,1829,Rejected
3388,12-07-2024,1234,Rejected
3389,08-02-2024,1615,Repaired
3390,03-05-2020,3411,Pending
3391,16-03-2023,400,Repaired
3392,06-06-2024,685,Rejected
3393,25-08-2021,4383,Pending
3394,09-12-2021,4420,Pending
3395,23-06-2024,4252,Pending
3396,02-12-2023,2675,Pending
3397,06-08-2021,4432,Pending
3398,13-01-2021,2242,Paid
3399,15-05-2022,1063,Repaired
3400,15-04-2023,2610,Paid
3401,02-07-2024,3252,Repaired
3402,24-08-2021,963,Pending
3403,03-12-2020,1673,Warranty Void
3404,20-05-2023,3610,Paid
3405,04-09-2022,4227,Warranty Void
3406,09-02-2021,566,Pending
3407,15-07-2024,1857,Rejected
3408,24-11-2024,2033,Pending
3409,27-07-2020,4578,Repaired
3410,10-03-2023,1435,Paid
3411,28-09-2021,1091,Rejected
3412,27-01-2021,4108,Paid
3413,24-11-2023,4088,Pending
3414,22-01-2022,3425,Repaired
3415,12-09-2021,1783,Repaired
3416,28-02-2021,4397,Rejected
3417,21-08-2020,1459,Rejected
3418,22-09-2020,603,Repaired
3419,01-01-2020,3778,Paid
3420,25-05-2020,3414,Warranty Void
3421,28-11-2024,2871,Rejected
3422,27-03-2023,1612,Repaired
3423,25-10-2021,1596,Repaired
3424,09-06-2024,1999,Pending
3425,07-07-2020,1646,Repaired
3426,24-11-2022,2743,Rejected
3427,31-05-2023,3837,Paid
3428,02-01-2024,1997,Repaired
3429,19-08-2022,4508,Pending
3430,28-09-2022,472,Pending
3431,05-07-2023,4317,Warranty Void
3432,20-06-2024,2618,Paid
3433,24-11-2020,2992,Paid
3434,18-04-2022,3438,Rejected
3435,11-04-2023,4676,Pending
3436,26-08-2020,67,Paid
3437,01-03-2022,553,Warranty Void
3438,27-02-2023,1899,Warranty Void
3439,22-08-2021,4398,Repaired
3440,16-07-2023,26,Rejected
3441,18-01-2022,2466,Pending
3442,05-10-2024,1407,Warranty Void
3443,15-08-2024,2843,Paid
3444,16-12-2023,246,Warranty Void
3445,03-06-2024,1597,Rejected
3446,15-03-2022,2156,Rejected
3447,09-03-2023,1276,Rejected
3448,17-09-2024,1814,Repaired
3449,22-09-2022,373,Warranty Void
3450,09-10-2021,409,Paid
3451,17-07-2023,1911,Paid
3452,03-03-2023,693,Repaired
3453,25-03-2023,2614,Repaired
3454,11-03-2022,3159,Rejected
3455,12-11-2023,4607,Warranty Void
3456,04-12-2022,72,Pending
3457,01-08-2022,4297,Paid
3458,16-10-2022,2472,Repaired
3459,16-11-2023,537,Repaired
3460,08-08-2023,3861,Pending
3461,20-12-2020,1594,Warranty Void
3462,28-09-2021,2036,Paid
3463,05-01-2023,2911,Paid
3464,23-11-2021,1742,Warranty Void
3465,04-01-2023,1810,Warranty Void
3466,12-03-2022,3330,Pending
3467,15-03-2024,1147,Rejected
3468,19-09-2024,4700,Pending
3469,07-10-2022,274,Pending
3470,03-10-2022,253,Warranty Void
3471,30-07-2024,2849,Paid
3472,02-08-2023,959,Rejected
3473,26-08-2023,2324,Warranty Void
3474,25-11-2021,2642,Warranty Void
3475,12-08-2020,1347,Pending
3476,16-11-2023,1580,Pending
3477,17-04-2024,2337,Rejected
3478,15-08-2024,2805,Repaired
3479,15-04-2024,1992,Pending
3480,21-02-2020,1408,Paid
3481,10-05-2021,1644,Pending
3482,14-11-2020,2250,Rejected
3483,05-03-2022,4561,Warranty Void
3484,19-03-2020,1005,Rejected
3485,10-01-2023,2854,Rejected
3486,27-09-2021,1138,Warranty Void
3487,30-03-2020,754,Rejected
3488,07-06-2024,3006,Rejected
3489,18-03-2020,1913,Repaired
3490,11-06-2023,730,Rejected
3491,07-07-2023,4702,Warranty Void
3492,29-03-2021,924,Pending
3493,12-11-2022,4770,Warranty Void
3494,01-07-2022,3405,Pending
3495,31-01-2023,416,Warranty Void
3496,14-08-2021,3605,Rejected
3497,16-01-2022,1238,Rejected
3498,06-10-2023,187,Repaired
3499,30-01-2020,4057,Rejected
3500,22-06-2021,2029,Warranty Void
3501,27-01-2022,170,Rejected
3502,18-01-2021,3742,Paid
3503,13-02-2022,2344,Rejected
3504,08-02-2020,4403,Pending
3505,06-02-2022,3294,Warranty Void
3506,04-12-2024,658,Pending
3507,15-03-2023,1645,Warranty Void
3508,25-11-2022,3269,Paid
3509,15-09-2022,1456,Pending
3510,10-06-2024,4910,Repaired
3511,09-11-2023,4666,Rejected
3512,18-10-2024,2879,Warranty Void
3513,12-10-2021,4902,Rejected
3514,06-07-2020,2337,Pending
3515,05-07-2021,1062,Pending
3516,20-07-2020,2918,Repaired
3517,27-09-2023,81,Warranty Void
3518,20-03-2024,1641,Paid
3519,19-04-2023,2898,Repaired
3520,26-04-2022,3179,Paid
3521,10-11-2021,2311,Pending
3522,26-12-2020,999,Pending
3523,03-04-2022,1597,Rejected
3524,23-01-2022,89,Warranty Void
3525,18-01-2020,3588,Rejected
3526,19-06-2022,1207,Rejected
3527,16-11-2022,3149,Warranty Void
3528,03-12-2024,2298,Warranty Void
3529,18-05-2020,3114,Warranty Void
3530,23-12-2023,3720,Paid
3531,29-10-2020,3835,Repaired
3532,29-12-2023,3964,Rejected
3533,08-03-2022,2597,Warranty Void
3534,11-07-2023,3275,Paid
3535,21-07-2022,106,Pending
3536,02-04-2023,1292,Paid
3537,04-03-2020,47,Rejected
3538,26-11-2023,4239,Pending
3539,03-12-2020,904,Pending
3540,27-03-2022,2113,Paid
3541,13-05-2020,2014,Warranty Void
3542,07-05-2024,2496,Rejected
3543,04-05-2021,4455,Rejected
3544,13-08-2024,3847,Warranty Void
3545,02-04-2022,4529,Paid
3546,15-04-2022,4519,Warranty Void
3547,27-02-2022,3078,Repaired
3548,03-06-2021,3883,Pending
3549,01-01-2021,575,Paid
3550,05-04-2022,4664,Warranty Void
3551,02-08-2021,364,Paid
3552,09-05-2020,3465,Paid
3553,24-11-2021,4390,Pending
3554,02-03-2022,3541,Pending
