sale_id,sale_date,store_id,product_id,quantity
931,15-09-2023,66,462,17
932,15-10-2020,15,792,10
933,30-09-2021,5,526,7
934,10-09-2020,29,798,19
935,27-12-2023,33,722,16
936,12-06-2023,76,496,11
937,13-04-2021,90,625,17
938,04-04-2020,73,684,6
939,06-09-2020,55,954,17
940,24-01-2022,26,536,17
941,25-04-2020,38,662,3
942,20-09-2021,93,173,16
943,12-03-2023,81,442,5
944,25-02-2021,26,625,2
945,14-12-2022,43,429,20
946,13-06-2024,63,336,14
947,07-05-2024,82,981,4
948,05-06-2024,59,706,9
949,23-10-2024,41,796,8
950,24-02-2023,24,36,1
951,15-03-2022,79,302,18
952,27-12-2021,52,951,16
953,27-10-2024,7,764,7
954,22-04-2020,53,552,19
955,19-07-2024,24,824,1
956,08-05-2023,4,589,14
957,01-03-2023,75,637,7
958,29-02-2020,49,365,5
959,18-05-2020,46,121,18
960,16-08-2022,69,469,18
961,07-09-2022,10,140,2
962,30-06-2021,93,54,10
963,25-07-2022,41,947,20
964,27-01-2024,4,725,4
965,07-12-2022,34,985,19
966,22-12-2024,59,644,17
967,25-02-2024,72,709,1
968,25-07-2023,6,222,14
969,20-03-2021,86,455,2
970,07-05-2022,94,786,3
971,06-06-2021,56,979,12
972,08-05-2023,18,676,10
973,12-05-2023,64,129,13
974,09-12-2022,14,341,7
975,15-01-2024,97,210,8
976,18-12-2020,100,730,7
977,08-07-2023,64,526,14
978,10-05-2024,24,361,2
979,23-05-2023,17,685,20
980,23-06-2020,22,915,10
981,04-05-2023,87,637,18
982,20-04-2024,40,595,20
983,19-11-2024,43,464,4
984,07-02-2020,39,832,14
985,10-07-2024,81,73,13
986,23-04-2023,88,339,15
987,05-08-2021,82,833,19
988,03-11-2021,8,765,2
989,30-09-2020,53,171,8
990,07-11-2023,49,662,11
991,03-02-2021,91,884,20
992,05-10-2023,33,328,6
993,01-01-2020,100,407,17
994,15-02-2023,12,546,7
995,20-08-2022,88,486,10
996,12-11-2021,18,114,3
997,22-05-2024,75,752,12
998,29-08-2020,100,250,7
999,07-01-2022,23,492,11
1000,14-06-2022,59,74,7
1001,18-08-2024,9,577,6
1002,15-02-2020,37,634,9
1003,30-09-2022,59,424,19
1004,11-07-2021,39,448,6
1005,02-07-2020,71,70,3
1006,02-04-2023,25,534,1
1007,25-11-2024,15,917,16
1008,01-05-2022,68,734,5
1009,03-08-2023,76,470,18
1010,06-12-2021,29,896,18
1011,31-10-2023,11,560,3
1012,08-08-2024,28,513,19
1013,13-05-2021,100,95,3
1014,27-02-2023,37,131,15
1015,24-01-2021,16,195,1
1016,29-06-2024,76,488,9
1017,16-05-2024,95,544,9
1018,03-04-2022,15,617,10
1019,14-01-2024,89,454,15
1020,17-08-2024,13,344,7
1021,18-08-2021,14,976,6
1022,12-02-2023,84,579,11
1023,20-05-2022,37,66,19
1024,19-06-2024,39,887,15
1025,09-07-2020,74,520,6
1026,16-11-2022,84,429,4
1027,10-06-2022,50,542,3
1028,14-10-2020,21,643,19
1029,28-10-2021,95,571,14
1030,16-11-2020,58,729,20
1031,08-03-2023,90,154,6
1032,14-03-2022,36,40,16
1033,06-02-2021,66,308,5
1034,17-02-2024,57,991,3
1035,03-04-2022,55,71,10
1036,19-02-2020,12,976,14
1037,29-01-2021,90,649,7
1038,10-09-2022,93,657,1
1039,26-04-2023,17,868,6
1040,16-05-2023,16,713,16
1041,20-08-2021,69,493,4
1042,19-12-2023,50,297,16
1043,04-06-2020,61,892,1
1044,25-07-2024,99,436,10
1045,16-02-2021,93,519,5
1046,07-06-2022,87,762,1
1047,03-01-2021,18,689,16
1048,04-03-2021,3,443,17
1049,27-08-2021,20,766,8
1050,12-09-2022,29,853,1
1051,08-03-2024,86,86,2
1052,12-09-2023,25,874,7
1053,23-11-2023,73,316,17
1054,12-02-2022,88,704,20
1055,06-05-2020,43,772,11
1056,02-03-2021,16,465,14
1057,18-10-2022,94,185,9
1058,19-12-2023,34,79,19
1059,25-05-2022,54,872,6
1060,01-08-2023,30,560,13
1061,14-06-2022,31,824,6
1062,06-12-2020,46,109,17
1063,31-03-2020,77,516,5
1064,03-10-2023,74,15,15
1065,31-08-2022,7,204,10
1066,13-01-2021,25,296,10
1067,16-01-2020,47,700,2
1068,17-05-2023,69,871,1
1069,10-02-2020,15,782,10
1070,27-04-2024,27,942,10
1071,03-02-2021,25,441,7
1072,17-02-2021,38,939,8
1073,09-04-2022,41,313,18
1074,20-10-2024,17,204,12
1075,31-12-2022,79,340,15
1076,11-06-2020,74,937,19
1077,28-09-2023,31,704,2
1078,11-04-2022,98,535,12
1079,30-05-2022,24,67,13
1080,07-02-2020,12,555,1
1081,12-06-2024,22,764,7
1082,08-01-2023,29,479,19
1083,04-07-2023,57,79,2
1084,05-06-2022,43,946,2
1085,23-02-2020,94,749,16
1086,31-07-2020,85,94,11
1087,13-10-2024,84,814,12
1088,31-05-2021,35,618,3
1089,08-03-2022,76,395,14
1090,27-04-2020,51,92,9
1091,20-04-2023,48,535,19
1092,23-09-2023,82,831,20
1093,13-12-2023,35,726,13
1094,06-09-2024,54,185,9
1095,23-12-2023,8,926,5
1096,21-04-2021,77,198,8
1097,29-10-2022,7,879,20
1098,04-11-2020,17,291,20
1099,18-09-2023,24,167,19
1100,03-04-2021,51,1,2
1101,17-06-2023,68,863,20
1102,03-11-2024,54,893,7
1103,16-05-2022,63,644,13
1104,25-07-2023,35,259,3
1105,05-01-2020,72,885,4
1106,16-07-2024,80,325,12
1107,29-05-2022,9,321,6
1108,21-12-2020,32,323,7
1109,06-08-2021,90,65,17
1110,05-07-2020,83,781,6
1111,25-04-2022,6,894,18
1112,07-08-2024,67,292,3
1113,21-03-2023,11,795,18
1114,17-07-2024,81,84,11
1115,12-07-2024,87,508,19
1116,01-09-2022,14,651,2
1117,12-06-2020,97,85,2
1118,04-05-2020,38,412,15
1119,22-11-2022,45,247,7
1120,25-01-2024,90,973,3
1121,03-01-2021,22,48,12
1122,04-05-2021,36,28,12
1123,14-10-2022,26,303,19
1124,30-04-2021,76,241,18
1125,14-06-2023,8,939,13
1126,03-06-2022,63,411,18
1127,19-07-2020,95,477,15
1128,28-02-2023,47,573,1
1129,02-11-2021,50,730,13
1130,09-02-2020,6,926,2
1131,03-04-2022,51,311,15
1132,26-07-2020,92,43,8
1133,25-10-2022,58,435,19
1134,06-05-2024,76,457,1
1135,22-08-2021,54,524,19
1136,28-08-2024,34,337,9
1137,25-02-2021,74,464,5
1138,01-07-2024,6,724,6
1139,15-06-2022,49,690,18
1140,01-01-2024,23,943,7
1141,07-08-2020,16,688,14
1142,08-08-2020,73,753,20
1143,05-05-2024,62,260,18
1144,15-08-2021,98,47,14
1145,08-06-2020,30,319,2
1146,02-05-2021,20,487,8
1147,25-04-2021,83,512,13
1148,11-09-2024,8,110,16
1149,02-02-2020,98,896,4
1150,05-02-2021,90,29,16
1151,04-12-2023,93,485,4
1152,19-02-2020,80,111,8
1153,16-06-2023,73,503,2
1154,23-12-2021,25,621,15
1155,25-04-2024,19,348,13
1156,04-11-2024,43,230,18
1157,27-08-2021,43,279,7
1158,13-08-2021,71,792,19
1159,24-09-2023,28,123,19
1160,03-03-2024,21,476,10
1161,31-10-2020,94,97,18
1162,27-04-2020,37,674,7
1163,14-04-2020,84,111,13
1164,07-06-2023,72,806,10
1165,23-05-2023,86,557,4
1166,15-02-2020,37,969,4
1167,19-08-2022,95,494,6
1168,26-10-2020,27,156,6
1169,05-07-2023,45,387,14
1170,28-12-2021,64,975,3
1171,17-10-2021,64,146,16
1172,17-09-2023,52,278,8
1173,28-02-2020,43,241,15
1174,04-10-2021,66,238,18
1175,25-07-2023,81,990,11
1176,31-07-2022,99,226,5
1177,13-12-2023,40,595,11
1178,01-01-2025,17,646,12
1179,14-10-2022,26,212,9
1180,06-10-2021,1,135,11
1181,29-01-2021,37,85,19
1182,17-04-2023,87,260,2
1183,12-10-2024,43,722,15
1184,26-01-2024,78,419,18
1185,28-12-2022,75,123,18
1186,09-01-2023,84,298,7
1187,14-08-2022,49,92,19
1188,09-02-2023,98,797,18
1189,15-03-2020,49,559,2
1190,20-02-2021,91,195,3
1191,11-03-2020,76,695,13
1192,23-12-2021,9,171,6
1193,16-05-2021,37,378,17
1194,14-04-2023,88,348,5
1195,05-09-2023,50,960,15
1196,28-10-2024,69,351,16
1197,29-05-2020,75,588,13
1198,28-03-2022,65,951,7
1199,30-04-2024,100,901,3
1200,04-04-2021,80,359,3
1201,03-07-2022,47,135,7
1202,03-10-2020,68,122,7
1203,19-09-2024,99,677,3
1204,20-09-2021,26,763,10
1205,29-01-2024,8,51,14
1206,16-03-2021,14,351,10
1207,08-02-2022,96,382,2
1208,08-10-2024,72,815,7
1209,11-06-2021,38,537,14
1210,31-12-2023,2,620,12
1211,18-09-2022,47,173,11
1212,22-04-2022,52,503,9
1213,10-01-2021,86,688,14
1214,17-10-2020,1,613,7
1215,24-04-2024,41,565,8
1216,18-05-2020,58,242,20
1217,06-11-2020,78,485,15
1218,21-06-2022,50,846,5
1219,24-06-2020,1,130,18
1220,10-06-2022,60,325,9
1221,10-08-2024,49,112,3
1222,13-11-2024,11,941,7
1223,21-10-2021,58,873,9
1224,12-01-2024,12,706,9
1225,03-06-2022,42,326,9
1226,08-05-2020,37,566,3
1227,17-02-2020,95,312,20
1228,09-09-2022,40,116,12
1229,05-04-2022,51,775,12
1230,16-01-2022,36,410,1
1231,26-06-2023,32,77,7
1232,03-09-2024,62,95,18
1233,06-06-2024,20,214,11
1234,24-12-2021,73,22,8
1235,13-08-2024,41,835,1
1236,04-01-2024,72,873,17
1237,06-02-2020,53,582,17
1238,13-02-2023,87,225,7
1239,08-05-2022,49,918,4
1240,20-05-2020,44,395,4
1241,17-08-2021,33,801,20
1242,28-10-2021,69,665,1
1243,11-11-2020,65,33,20
1244,19-06-2024,42,464,19
1245,04-11-2024,1,758,10
1246,16-04-2023,42,760,3
1247,08-01-2022,81,442,19
1248,06-11-2024,36,152,10
1249,22-11-2021,87,585,20
1250,16-03-2020,83,663,6
1251,02-11-2023,35,252,8
1252,28-08-2022,68,325,9
1253,13-12-2020,89,899,16
1254,27-05-2022,12,206,11
1255,19-04-2022,32,631,8
1256,21-04-2020,41,14,3
1257,15-02-2021,12,727,4
1258,29-09-2020,93,30,1
1259,01-02-2021,30,408,18
1260,25-06-2023,45,72,20
1261,17-02-2022,17,647,14
1262,20-03-2024,58,173,19
1263,24-10-2022,71,838,9
1264,03-02-2024,80,712,5
1265,18-03-2020,76,400,9
1266,26-02-2023,48,12,6
1267,26-04-2024,91,477,2
1268,15-12-2021,90,273,13
1269,03-12-2020,84,613,10
1270,25-08-2020,95,939,10
1271,08-02-2023,7,60,10
1272,19-09-2024,36,921,10
1273,21-03-2021,91,969,18
1274,25-03-2021,59,60,4
1275,04-04-2022,40,511,16
1276,08-04-2022,55,697,15
1277,29-11-2023,36,148,10
1278,20-04-2024,91,877,3
1279,06-03-2021,31,271,19
1280,17-11-2021,84,653,15
1281,01-04-2021,40,853,18
1282,30-07-2022,76,8,7
1283,05-04-2023,72,26,20
1284,19-03-2020,50,86,18
1285,14-01-2023,75,841,10
1286,07-11-2024,5,790,11
1287,25-09-2024,1,480,4
1288,31-01-2020,40,502,10
1289,28-01-2024,97,851,2
1290,11-05-2021,53,194,10
1291,31-10-2024,69,14,15
1292,29-05-2020,89,236,16
1293,13-02-2024,98,570,10
1294,04-09-2021,98,81,19
1295,04-04-2022,6,333,18
1296,11-05-2024,49,722,14
1297,28-07-2023,66,830,19
1298,05-04-2021,54,503,20
1299,14-08-2024,19,352,7
1300,17-05-2021,19,213,12
1301,08-08-2022,98,789,14
1302,06-04-2021,24,968,19
1303,11-03-2023,10,366,1
1304,05-04-2021,37,43,11
1305,27-08-2023,24,368,10
1306,31-03-2022,15,175,2
1307,17-04-2021,65,274,3
1308,17-05-2021,88,330,13
1309,26-06-2020,47,43,12
1310,22-06-2023,94,483,9
1311,19-12-2022,64,396,19
1312,25-11-2023,19,540,11
1313,19-04-2021,12,986,11
1314,19-05-2022,74,937,19
1315,24-05-2024,89,107,12
1316,15-01-2023,53,121,17
1317,06-12-2022,26,471,16
1318,25-08-2023,76,867,11
1319,09-04-2021,35,512,2
1320,17-01-2022,64,471,19
1321,20-11-2020,95,450,15
1322,06-03-2021,92,544,3
1323,22-05-2022,36,664,6
1324,23-01-2023,92,820,7
1325,24-08-2021,89,727,7
1326,21-06-2024,35,674,11
1327,21-10-2020,99,509,16
1328,25-06-2022,30,835,20
1329,17-01-2021,28,334,16
1330,16-08-2022,45,143,12
1331,29-02-2024,89,567,4
1332,30-09-2020,53,176,19
1333,14-02-2022,41,504,3
1334,16-04-2020,96,327,1
1335,25-06-2022,16,448,13
1336,13-11-2024,29,654,17
1337,11-06-2020,73,618,5
1338,13-06-2020,92,970,19
1339,04-05-2021,74,104,1
1340,28-05-2021,31,467,3
1341,07-01-2023,57,548,11
1342,24-09-2020,57,118,15
1343,10-09-2022,68,124,9
1344,07-09-2022,67,812,8
1345,25-10-2020,49,141,18
1346,15-05-2022,20,135,8
1347,27-07-2023,20,152,13
1348,21-03-2022,7,701,17
1349,01-08-2021,1,481,13
1350,20-05-2022,1,438,2
1351,30-09-2022,17,575,6
1352,02-05-2024,78,601,18
1353,19-09-2023,82,353,3
1354,12-03-2022,25,39,14
1355,04-03-2022,47,595,18
1356,09-03-2024,49,170,18
1357,10-11-2021,80,620,16
1358,07-01-2022,39,252,7
1359,10-04-2023,27,602,14
1360,30-01-2021,24,970,4
1361,13-10-2024,34,216,12
1362,24-07-2022,86,531,16
1363,28-07-2024,91,79,7
1364,16-05-2022,93,95,13
1365,27-11-2021,29,926,16
1366,11-12-2024,56,735,5
1367,05-03-2021,44,381,5
1368,23-11-2020,44,102,20
1369,10-12-2024,7,630,10
1370,09-12-2021,66,102,16
1371,15-11-2021,67,958,17
1372,04-08-2022,70,384,5
1373,04-07-2023,18,386,15
1374,15-07-2023,72,435,17
1375,01-08-2022,47,457,20
1376,09-09-2021,19,991,4
1377,16-10-2023,98,373,12
1378,05-02-2021,36,285,5
1379,09-10-2021,49,742,17
1380,31-12-2020,7,699,17
1381,18-07-2021,1,733,12
1382,27-07-2024,80,96,7
1383,15-12-2021,49,194,20
1384,21-02-2021,15,37,18
1385,01-12-2022,81,693,16
1386,12-09-2022,54,344,8
1387,14-05-2021,19,612,9
1388,09-12-2022,1,409,2
1389,25-04-2024,50,227,14
1390,03-09-2020,37,768,13
1391,06-07-2023,23,854,8
1392,14-08-2022,15,999,16
1393,24-08-2022,42,488,7
1394,05-04-2024,42,476,8
1395,02-03-2023,84,152,7
1396,01-12-2021,65,799,19
1397,10-08-2024,63,55,11
1398,09-03-2024,99,373,13
1399,02-10-2024,28,47,11
1400,15-06-2024,6,536,11
1401,09-05-2022,23,81,12
1402,19-04-2022,75,1,17
1403,23-03-2022,19,207,3
1404,03-03-2022,55,817,8
1405,28-01-2021,20,939,6
1406,18-03-2023,23,208,10
1407,30-12-2021,61,950,13
1408,18-01-2021,44,76,6
1409,07-08-2022,59,374,3
1410,06-08-2021,42,952,9
1411,08-02-2021,2,398,9
1412,30-05-2022,81,742,16
1413,04-02-2022,27,752,15
1414,03-04-2024,1,419,15
1415,02-10-2023,76,257,18
1416,03-05-2020,32,560,4
1417,22-10-2021,34,758,16
1418,21-01-2020,88,702,9
1419,13-06-2021,41,656,16
1420,16-01-2021,47,625,16
1421,17-04-2024,45,877,18
1422,15-01-2022,34,311,8
1423,22-04-2024,46,590,16
1424,19-02-2024,86,111,13
1425,03-10-2022,43,474,5
1426,18-02-2020,28,443,15
1427,24-07-2022,6,876,15
1428,28-05-2021,61,433,11
1429,25-10-2022,9,745,15
1430,22-05-2020,90,26,13
1431,25-06-2022,1,660,2
1432,13-03-2023,99,962,18
1433,02-12-2020,77,993,10
1434,11-04-2022,66,152,15
1435,25-04-2021,50,314,19
1436,10-04-2023,36,885,8
1437,03-02-2024,7,481,16
1438,20-06-2020,39,422,3
1439,03-05-2022,53,216,10
1440,10-02-2020,31,949,10
1441,08-05-2021,4,31,17
1442,08-09-2021,23,909,2
1443,19-05-2020,88,46,7
1444,28-03-2023,36,429,8
1445,16-12-2021,81,693,8
1446,04-01-2024,94,757,18
1447,13-02-2020,56,181,17
1448,03-03-2020,47,635,4
1449,05-06-2023,73,102,13
1450,22-05-2024,6,115,18
1451,20-12-2022,30,687,15
1452,07-07-2021,57,994,17
1453,14-09-2020,65,800,10
1454,28-09-2022,98,344,1
1455,11-08-2021,28,507,2
1456,03-02-2021,46,193,15
1457,02-12-2020,29,853,13
1458,10-11-2023,85,155,19
1459,22-07-2021,39,86,14
1460,18-02-2020,41,688,8
1461,07-05-2024,84,768,6
1462,26-02-2021,92,43,12
1463,22-11-2021,85,137,11
1464,25-08-2024,4,126,16
1465,12-07-2023,52,278,3
1466,22-08-2022,58,784,13
1467,09-12-2020,58,749,5
1468,02-07-2021,41,400,7
1469,03-07-2020,2,4,3
1470,23-09-2024,63,673,19
1471,06-11-2022,90,308,10
1472,18-09-2021,39,96,18
1473,26-07-2021,26,376,13
1474,07-05-2023,16,81,10
1475,06-12-2021,41,825,19
1476,11-04-2020,67,824,9
1477,02-10-2024,95,123,3
1478,12-11-2021,76,157,7
1479,01-01-2021,54,686,8
1480,27-05-2022,95,418,4
1481,27-02-2024,59,529,13
1482,11-04-2020,13,751,17
1483,06-06-2020,28,552,15
1484,08-06-2024,87,858,11
1485,17-02-2021,92,271,9
1486,12-03-2020,7,683,18
1487,25-09-2023,29,553,1
1488,31-03-2021,2,339,12
1489,09-10-2023,2,828,19
1490,23-08-2022,19,199,17
1491,11-09-2021,69,790,13
1492,06-10-2023,1,55,13
1493,19-10-2021,75,429,16
1494,15-08-2023,13,698,6
1495,11-02-2020,2,499,13
1496,30-10-2021,48,276,1
1497,29-09-2024,99,863,2
1498,05-05-2022,65,379,20
1499,01-10-2022,76,770,8
1500,13-04-2024,58,449,15
1501,22-07-2020,30,425,5
1502,29-04-2020,77,170,12
1503,04-01-2021,66,607,13
1504,06-08-2021,38,334,5
1505,21-03-2022,56,304,20
1506,30-11-2022,40,460,4
1507,23-05-2020,95,709,13
1508,19-12-2022,74,405,8
1509,28-09-2022,4,311,11
1510,26-11-2020,8,141,3
1511,22-01-2021,48,352,6
1512,03-01-2022,42,250,18
1513,23-05-2020,56,926,12
1514,05-04-2020,31,752,11
1515,22-06-2020,91,945,9
1516,15-01-2021,73,82,2
1517,09-02-2024,10,976,3
1518,27-06-2022,3,317,11
1519,10-10-2020,85,957,17
1520,01-02-2023,47,707,12
1521,27-10-2024,62,890,4
1522,02-05-2023,5,208,8
1523,22-01-2021,32,907,16
1524,24-09-2020,9,114,14
1525,23-01-2020,53,740,2
1526,13-06-2023,15,540,6
1527,04-08-2023,45,820,17
1528,15-06-2024,9,215,6
1529,05-06-2021,10,628,6
1530,28-04-2021,38,560,10
1531,02-08-2021,99,473,16
1532,16-02-2020,48,145,9
1533,30-03-2023,65,664,10
1534,04-05-2021,16,789,16
1535,21-05-2022,87,982,5
1536,11-09-2024,66,7,19
1537,01-01-2025,52,804,4
1538,15-09-2023,32,640,2
1539,02-10-2020,28,827,15
1540,25-03-2024,25,990,1
1541,03-02-2020,19,400,3
1542,05-06-2020,23,2,10
1543,05-03-2022,18,373,13
1544,13-09-2022,9,55,10
1545,31-12-2024,37,903,3
1546,03-01-2022,41,16,13
1547,01-08-2021,12,634,6
1548,18-05-2021,71,436,18
1549,27-09-2023,39,791,4
1550,11-10-2022,41,850,17
1551,13-03-2022,15,796,15
1552,28-12-2023,46,321,13
1553,09-10-2024,23,563,16
1554,01-12-2024,60,466,5
1555,11-11-2022,37,54,6
1556,09-11-2023,7,109,1
1557,12-02-2020,60,212,12
1558,13-03-2024,30,37,16
1559,14-03-2023,33,841,17
1560,29-11-2021,15,585,19
1561,23-12-2023,21,911,4
1562,10-05-2021,45,12,8
1563,23-12-2020,68,832,11
1564,11-09-2020,14,176,16
1565,25-08-2023,26,706,8
1566,20-12-2023,13,538,20
1567,23-11-2023,65,830,11
1568,20-11-2020,73,218,11
1569,11-12-2021,7,559,9
1570,16-07-2021,11,54,12
1571,14-05-2024,72,902,4
1572,09-02-2022,92,833,15
1573,30-09-2023,26,644,5
1574,06-06-2021,11,557,9
1575,06-06-2021,89,957,1
1576,14-04-2020,36,139,13
1577,03-03-2024,1,515,16
1578,04-03-2020,82,443,11
1579,06-09-2021,40,474,2
1580,21-09-2020,58,694,8
1581,31-10-2021,100,895,8
1582,14-10-2022,11,975,4
1583,08-09-2022,94,184,11
1584,10-03-2022,26,840,20
1585,06-09-2023,66,695,8
1586,25-01-2022,82,536,5
1587,06-04-2021,90,950,10
1588,17-06-2022,11,963,11
1589,19-02-2024,88,446,1
1590,16-02-2020,96,122,17
1591,22-01-2020,50,15,4
1592,26-01-2022,42,964,18
1593,24-12-2023,44,254,13
1594,20-06-2023,8,432,12
1595,26-11-2022,13,619,1
1596,07-04-2020,92,605,9
1597,29-01-2020,77,541,6
1598,13-05-2023,98,183,20
1599,29-07-2022,49,307,17
1600,04-10-2021,67,139,11
1601,29-07-2020,96,594,2
1602,23-11-2022,10,215,2
1603,02-09-2020,36,326,10
1604,06-12-2022,32,279,10
1605,01-08-2022,98,319,13
1606,21-02-2021,18,514,17
1607,12-03-2024,97,85,18
1608,30-03-2021,63,269,20
1609,14-11-2020,62,362,19
1610,11-01-2021,31,599,12
1611,14-08-2023,66,422,1
1612,28-05-2021,92,51,9
1613,31-07-2023,27,876,7
1614,04-02-2022,54,710,6
1615,14-05-2022,69,408,9
1616,29-11-2023,92,366,16
1617,14-02-2021,94,600,19
1618,14-07-2024,13,902,12
1619,18-03-2023,97,14,7
1620,07-12-2021,82,796,10
1621,12-07-2021,81,875,12
1622,18-10-2020,87,296,18
1623,22-04-2020,40,197,3
1624,08-05-2023,94,622,5
1625,12-06-2024,87,156,15
1626,29-07-2022,67,494,14
1627,09-05-2022,57,752,16
1628,15-08-2023,63,608,9
1629,28-10-2020,68,225,5
1630,07-10-2021,55,396,14
1631,03-02-2023,26,340,5
1632,26-07-2023,48,931,7
1633,17-06-2024,69,726,4
1634,21-10-2024,1,856,7
1635,06-04-2023,83,359,18
1636,16-08-2020,78,53,7
1637,30-09-2022,83,549,15
1638,13-05-2024,45,368,7
1639,15-06-2023,18,700,17
1640,23-01-2022,50,154,11
1641,18-01-2024,31,345,18
1642,01-07-2020,84,903,19
1643,27-09-2020,36,696,16
1644,02-07-2023,75,750,20
1645,25-03-2024,8,250,4
1646,01-01-2021,23,103,20
1647,23-05-2024,7,783,15
1648,24-07-2022,91,654,5
1649,28-03-2020,9,603,17
1650,07-07-2020,99,915,9
1651,24-09-2022,13,45,3
1652,17-03-2020,45,44,19
1653,13-09-2024,9,858,20
1654,06-08-2020,96,396,4
1655,22-04-2023,52,377,15
1656,19-10-2021,62,616,12
1657,04-05-2023,11,396,14
1658,24-06-2023,31,651,3
1659,10-09-2024,38,811,10
1660,16-06-2022,53,518,8
1661,18-01-2023,5,296,16
1662,30-12-2023,63,94,16
1663,24-03-2023,97,833,6
1664,31-03-2021,12,211,13
1665,23-04-2020,66,726,19
1666,24-06-2023,87,647,8
1667,26-04-2022,10,367,6
1668,21-11-2022,6,39,20
1669,19-10-2021,47,995,10
1670,14-09-2022,2,855,1
1671,15-05-2024,66,116,4
1672,23-06-2022,7,301,6
1673,04-11-2020,26,228,10
1674,16-02-2024,4,506,20
1675,04-11-2021,9,215,15
1676,03-06-2024,70,676,17
1677,22-09-2024,9,100,16
1678,09-03-2021,88,969,8
1679,03-05-2021,5,203,5
1680,11-03-2024,15,836,9
1681,29-09-2023,75,696,2
1682,02-04-2023,73,942,3
1683,09-10-2021,39,177,3
1684,13-01-2021,66,12,4
1685,14-01-2020,87,457,11
1686,12-02-2022,19,964,16
1687,09-03-2023,23,350,16
1688,07-12-2021,36,42,7
1689,07-07-2020,14,609,20
1690,22-10-2020,3,615,5
1691,30-09-2024,32,410,18
1692,27-12-2021,57,369,18
1693,31-08-2022,32,525,10
1694,21-10-2020,19,411,11
1695,18-02-2023,64,279,18
1696,24-10-2022,1,580,7
1697,25-01-2022,24,35,5
1698,14-09-2024,2,628,13
1699,11-07-2023,92,37,16
1700,23-07-2024,2,628,13
1701,03-08-2021,59,957,18
1702,25-07-2022,64,911,12
1703,14-07-2024,93,171,16
1704,31-08-2022,80,860,11
1705,20-09-2022,8,320,5
1706,08-12-2022,16,168,19
1707,25-01-2023,94,72,17
1708,10-03-2022,13,394,17
1709,16-10-2020,82,579,8
1710,09-02-2022,37,571,17
1711,31-05-2024,94,233,3
1712,11-01-2023,54,859,7
1713,05-09-2021,70,675,6
1714,10-06-2020,65,929,18
1715,26-03-2022,87,8,15
1716,05-05-2024,52,595,2
1717,07-04-2020,49,610,1
1718,16-05-2024,34,982,15
1719,03-11-2021,7,63,14
1720,23-08-2022,41,186,1
1721,02-03-2023,84,603,14
1722,26-04-2024,35,327,7
1723,20-09-2021,35,465,10
1724,12-01-2020,55,906,2
1725,16-06-2021,51,621,12
1726,27-09-2024,34,693,12
1727,04-06-2020,97,497,4
1728,28-04-2024,20,570,8
1729,25-10-2021,12,195,11
1730,28-08-2021,32,192,18
1731,05-01-2022,76,262,6
1732,05-02-2020,66,220,9
1733,15-12-2022,31,597,2
1734,28-03-2023,51,498,9
1735,05-01-2020,4,939,7
1736,20-08-2020,79,988,15
1737,26-04-2022,53,345,20
1738,28-02-2021,44,156,13
1739,31-01-2024,5,151,15
1740,02-01-2023,96,87,7
1741,28-02-2020,14,407,10
1742,06-09-2023,33,867,17
1743,24-05-2020,22,964,19
1744,01-12-2020,49,573,16
1745,22-08-2023,25,614,18
1746,09-05-2022,91,599,12
1747,21-07-2020,25,38,2
1748,25-01-2021,24,614,9
1749,12-07-2023,33,701,5
1750,10-03-2020,30,4,15
1751,09-08-2021,13,612,1
1752,23-04-2020,8,419,17
1753,21-04-2023,36,852,19
1754,03-02-2022,61,573,2
1755,21-11-2022,67,312,14
1756,31-05-2023,27,457,9
1757,05-07-2020,72,460,17
1758,28-02-2021,9,222,7
1759,07-06-2021,54,105,5
1760,29-12-2023,79,47,1
1761,18-01-2020,79,789,7
1762,05-09-2021,51,887,9
1763,01-06-2024,97,391,14
1764,24-10-2024,71,859,7
1765,01-06-2021,26,444,18
1766,24-06-2022,81,224,9
1767,16-11-2022,22,847,1
1768,22-03-2021,59,911,18
1769,15-04-2023,61,106,12
1770,27-09-2023,76,423,8
1771,23-06-2020,28,67,19
1772,17-01-2024,20,234,11
1773,16-03-2020,87,358,2
1774,04-05-2022,98,316,20
1775,06-12-2024,76,695,16
1776,23-05-2024,72,792,19
1777,08-08-2024,22,868,12
1778,08-04-2021,77,613,11
1779,02-01-2023,89,47,11
1780,20-02-2021,88,442,11
1781,20-04-2024,35,704,19
1782,18-07-2021,38,741,10
1783,20-03-2022,12,281,7
1784,12-07-2020,15,784,13
1785,02-03-2021,91,787,10
1786,10-08-2021,34,992,12
1787,06-12-2021,51,822,9
1788,23-08-2024,20,990,16
1789,01-06-2022,85,859,15
1790,04-05-2021,19,456,17
1791,08-05-2020,95,297,19
1792,13-09-2020,82,214,10
1793,27-08-2023,29,303,5
1794,31-03-2021,34,935,20
1795,07-07-2021,22,773,8
1796,10-03-2023,81,946,11
1797,05-12-2024,15,212,1
1798,19-04-2024,1,616,6
1799,10-08-2022,85,328,8
1800,14-02-2021,31,727,2
1801,08-02-2021,61,68,15
1802,14-01-2022,39,405,11
1803,24-06-2021,52,577,13
1804,17-12-2021,70,39,10
1805,25-05-2021,94,108,11
1806,17-06-2024,28,638,6
1807,03-06-2022,25,879,1
